"BC_HKB2119_1690_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0233_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0913_1654_T"	"HKB0004_3006_T"	"HKB0125_3006_T"	"HKB0160_3000_T"	"BC_HKB0075_849_T"	"BC_HKB0187_1214_T"	"BC_HKB0199_1263_T"	"BC_HKB0561_1308_T"	"BC_HKB0588_M1349_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0833_1552_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0921_1575_T"	"BC_HKB0922_1579_T"	"BC_HKB0923_1584_T"	"BC_HKB1384_1734_T"	"BC_HKB2109_1628_T"	"BC_HKB2123_1695_T"	"HKB0044_3006_T"	"HKB0089_3001_T"	"HKB0106_3006_T"	"HKB0162_3006_T"	"HKB0668_3000_T"	"HKB0692_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0733_1459_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0065_3006_T"	"HKB0086_3006_T"	"HKB0157_3006_T"	"HKB0208_3006_T"	"HKB0210_3006_T"	"HKB0677_3000_T"
"ANGPTL3"	4.51727569320958	0.0285691521967709	0	0	0.0840642647884745	0	3.63575439127776	4.07553263116736	0	0.0565835283663675	0	2.31324585178756	2.57046293102604	3.16349873228288	1.32192809488736	3.50842865253186	2.27500704749987	2.24184018356467	3.92409988564074	3.26153081524341	3.10265813136374	4.0496307677246	4.67694435910691	4.8499992594661	2.81147103052984	4.12101540096137	3.29719141656586	4.15299460549244	3.1586601753465	3.49697358099828	2.20789285164133	0	0	0	0	0	0.0565835283663675	4.88655014732434	3.28243980500639	4.7457751494858	3.4154882710497	4.28318097894557	3.62410089462811	1.9297909977186	3.23419472295381	0	0	0	0	0	0
"HCRTR1"	2.4931349223055	0.111031312388744	0	0.0840642647884745	0	0.0565835283663675	2.21412480535285	1.32768736417605	0.16349873228288	0.0565835283663675	0.485426827170242	2.0496307677246	1.71369581484336	3.24031432933371	2.36737106564853	0	2.96162332828694	1.30451104180995	1.23878685958712	1.70043971814109	1.59931779369823	2.72683121703249	2.66448284036468	2.63691458035588	1.33342373372519	1.90303827011291	0	0	1	2.29572302453997	1.58976348698498	0	0	0.0285691521967709	0	0.111031312388744	0	0.863938450423971	1.89917563048051	2.5033487351675	3.74308405554959	2.75915583380027	2.57773093149008	2.16671544496642	1.48542682717024	0.214124805352847	0	0	0.070389327891398	0.214124805352847	0.0285691521967709
"HSP90AB4P"	0	0.516015147003665	0.903038270112912	0.704871964456353	1.04264433740849	0.464668267003444	0	1.20163386116965	0.55581615506164	0.6959938131099	0.422233000683048	0	0	2.4541758931858	0	0	0	1.37295209791183	0	0	1.68706068833989	0.985500430304885	0	1.09085343045111	1.76128527336162	0	0.895302621333307	0.933572638261024	1.03562390973072	0.659924558402378	0	0.807354922057604	0.31034012061215	0.650764559116902	0.970853654340484	0.321928094887362	0.659924558402378	0	0	0	1.8073549220576	2.75702324650746	1.33913738491959	0	0	0.669026765509631	0.659924558402378	0.604071323668861	0.823749360308273	0.815575428862573	0.970853654340484
"RNASE11"	0	0.0565835283663675	0	0	0.0565835283663675	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.815575428862573	0	0	0	0	0.0285691521967709	0.150559676575381	0	0.0426443374084937	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CACNG8"	0	0	0.0426443374084937	0	0.31034012061215	0	0	0	0.0426443374084937	0	0.111031312388744	0	1.19534759832222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0.0565835283663675	0.0426443374084937	0.505890929729957	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0565835283663675	0	0
"FAM46D"	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0.0143552929770701	0.432959407276106	0.53605290024021	0	0	0	0	0	0	0	0	0	0.575312330687437	0	0.389566811762726	0	0	0
"COL20A1"	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0.0565835283663675	0	0	0.941106310946431	0	0	0	0	0	0	0	0	0	0	0
"C2orf61"	0	0.0565835283663675	0.0565835283663675	0.189033824390017	0.773996325111173	0.111031312388744	0	0	0.31034012061215	0.16349873228288	0.189033824390017	0	0	0	0	0	0	0	0	1.96347412397489	0	2.59215800212536	0	0	0	0	0	1.43295940727611	0	0	0	0.263034405833794	0.0976107966264223	0.176322772640463	0.070389327891398	0.150559676575381	0.0840642647884745	1.17632277264046	0	0	1.27500704749987	0	0	0	1.37851162325373	0.321928094887362	0.16349873228288	0.16349873228288	0.55581615506164	0.263034405833794	0.176322772640463
"CALR3"	1.22650852980868	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0976107966264223	0.070389327891398	0	0.111031312388744	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0	0	0
"C6orf195"	0	0.650764559116902	0	0	0.75702324650746	0.189033824390017	0.75702324650746	0	0.545968369105292	0.189033824390017	0	0	0.887525270741587	0	0.823749360308273	0	0	0	0	1.17632277264046	0	0	0	0	0.641546029087524	0	0	0	0	0.495695162624069	0	0.111031312388744	0.0143552929770701	0.0565835283663675	0.111031312388744	0.0285691521967709	0	0	0	0.722466024471091	0.669026765509631	0	0	0	0	1.44360665147561	0.0426443374084937	0.584962500721156	0.464668267003444	1.19534759832222	0.176322772640463
"DGKK"	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HECW1"	0	0.250961573533219	0.678071905112638	0.070389327891398	0.0565835283663675	0.0143552929770701	0.27500704749987	0.344828496997441	0.214124805352847	0.389566811762726	0.238786859587116	0	0.321928094887362	0	0	0	0.839959587489532	0.411426245726465	0	0	0.765534746362977	0	0	0.748461233004036	0.356143810225275	0	0.443606651475615	0	0	0.604071323668861	0	0.137503523749935	0.454175893185802	0.070389327891398	0.0426443374084937	1.0496307677246	0.238786859587116	0	0	1.96716860753263	0.432959407276106	0	0	0.454175893185802	0	0.27500704749987	0.0976107966264223	0.0840642647884745	0.53605290024021	0.0143552929770701	0.0565835283663675
"LRRC69"	0	0.422233000683048	0.150559676575381	0.6959938131099	0.970853654340484	0.22650852980868	1.09761079662642	0	0.831877241191673	0.75702324650746	0.189033824390017	0	3.01435529297707	0	0	0	0	0	0	0	0	1.55090066464752	0	0	0	0	2.59215800212536	0	1.63691458035588	0	0	0.765534746362977	0.333423733725192	0.238786859587116	1.0496307677246	0.137503523749935	0.176322772640463	0	0	0	1.37295209791183	0	0	0	2.11103131238874	0.214124805352847	0.704871964456353	0.650764559116902	0.748461233004036	0.344828496997441	0.584962500721156
"ADAD2"	0	0.0840642647884745	0.0285691521967709	0.124328135002202	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.823749360308273	0	0	0	0	2.0496307677246	2.16992500144231	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0.0840642647884745	0.070389327891398	0.0565835283663675	0	0	0	1.85199883711245	0.669026765509631	0.748461233004036	0	0	0	0.111031312388744	0	0	0.124328135002202	0	0
"POM121L2"	0	0.0143552929770701	0.0143552929770701	0	0.214124805352847	0	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0285691521967709	0	0	0	0
"PDK1"	2.10097764772482	5.41683974191283	3.88264304936184	2.75274859140713	3.53356334821451	5.36737106564853	3.08406426478847	2.86393845042397	3.98913900736823	4.28540221886225	3.65878273401283	1.78240856492737	2.77188557851537	3.12101540096137	2.35614381022528	1.21412480535285	2.88752527074159	2.28095631383106	2.15055967657538	2.17951105027151	0	3.4235781709818	2.15055967657538	2.43562859405209	2.70708299177171	3.16671544496642	2.26303440583379	3.16188768237689	1.70929063572336	2.42492208821069	3.02147972741045	3.82883464946806	3.76871365703048	3.62643913669732	3.76022094646651	3.57046293102604	3.69710657447697	3.93828579188405	2.12763327972587	2.88362081628567	0.925999418556223	0.963474123974886	2.22650852980868	1.96347412397489	1.59454854955035	5.45647762935182	3.54473265593262	3.64616265715789	3.48800077083407	5.21723071622067	4.5197934862411
"GGT1"	0	3.75915583380027	4.09423606984577	5.54565954002547	1.6959938131099	4.65306001710456	2.50589092972996	3.14730669878029	3.86789646399265	6.14649230697719	2.40053792958373	7.44145028021684	0.799087306074004	2.66902676550963	3.20789285164133	4.23266075679027	4.8499992594661	4.34411833452143	7.60659028037053	1.40053792958373	3.67129337248158	6.05983113619282	0	3.83390207666916	4.65992455840238	1.62760683812965	6.25701061820602	3.84899843040002	1.27500704749987	5.21723071622067	2.11103131238874	6.05441438791731	8.18888551341164	8.39985467357243	6.99650173505565	5.90905301675914	9.01496893277712	3.72465027173297	1.66448284036468	0	3.76659516172927	0	0.594548549550354	0	2.45154083301783	2.92599941855622	2.41953889151378	1.35049724708413	2.78450398292957	1.68706068833989	2.4541758931858
"DDC"	0	0.0565835283663675	1.44360665147561	0.250961573533219	0.613531652917927	0	0	1.11769504266975	0.22650852980868	0.0426443374084937	0	3.3305584000308	0	0	0	0	0	0	0	0.863938450423971	2.81966818349646	1.48542682717024	0	0	2.42492208821069	0.773996325111173	2.04614178164472	0	0	1.4541758931858	1.55090066464752	0.432959407276106	5.21412480535285	3.86789646399265	3	1.33913738491959	5.85773223315767	0	1.04264433740849	1.81557542886257	0.807354922057604	0	0	0	0	0.27500704749987	0.176322772640463	0.0426443374084937	0	0	0.124328135002202
"POM121L4P"	0.799087306074004	0.0285691521967709	0.0285691521967709	0	0.0426443374084937	0	0	1.84398384404833	0.0426443374084937	0.22650852980868	0	0	0	0	0	0.790772037862	0	2.91647664443772	0	0	1.31614574229336	1.22032995487956	1.93734439215023	0	0	0	1.49569516262407	0.687060688339892	0	0.505890929729957	0	0.464668267003444	0.0426443374084937	0.0565835283663675	0	0	0	1.16349873228288	0	0	1.41683974191283	0	1.15055967657538	1.4905701304462	0	0	0	0	0	0	0
"GGTLC2"	0	0.713695814843359	0	0.389566811762726	0	0	2.21723071622067	0	0.53605290024021	0.422233000683048	0	0	0	0	0	0	4.38266725274504	0	0	2.17951105027151	0	0	1.72246602447109	0	0	2.03210084316702	0	0	0	1.6915341649192	0	0.55581615506164	0.807354922057604	0.941106310946431	0.963474123974886	0.687060688339892	2.13422093976063	0	0.070389327891398	0	0	0	0	1.13750352374994	0	0.22650852980868	0	0	0	0.150559676575381	0
"MVK"	0	3.73660487531425	4.65363331138625	2.8073549220576	3.55090066464752	3.90014226035982	0	1.57531233068744	3.27351588970212	3.55826763405574	3.18586654531133	3.81557542886257	1.91456452349394	1.90303827011291	0	0.925999418556223	2.85199883711245	1.20163386116965	4.95279947789994	2.4594316186373	0	2.76341157447001	0	2.0703893278914	1.58976348698498	1.06350294230616	3.64961545906341	2.16349873228288	2.73984810269933	0.978195629681652	1.38956681176273	3.1243281350022	6.00382707811148	4.72846476509253	4.21023299009585	4.29792505250381	5.5453506448223	0.831877241191673	0.978195629681652	1.64154602908752	2.70487196445635	0	1.37851162325373	0.575312330687437	0	3.63226821549951	3.30597052098439	3.62760683812965	2.75488750216347	2.50589092972996	2.72900887033786
"APOD"	1.35614381022528	2.27500704749987	7.92718535782637	4.50398470389761	7.72553667843106	1.46466826700344	4.96347412397489	3.75488750216347	7.74893078387584	4.15218341905505	9.30667692577911	10.6273788457019	5.11311703639072	6.40820234485218	1.33913738491959	4.13175409098481	8.16616308264611	3.68369645430652	10.7605286841485	3.45811948117451	8.72897486977128	8.99299496685181	2.88947354253111	8.25988446673553	7.99734886767138	6.89832929772746	9.73702758363695	6.47200029214035	4.34695688937888	5.55090066464752	2.44890095114513	10.039426311836	14.0097761420549	13.8938086984391	12.4690032477726	10.2111704177624	11.8146265231054	0	4.83491342970104	4.93262815702213	3.99095486039699	4.4937754084607	6.07339181605292	3.75381844317354	2.32192809488736	3.37016428054021	6.68383678746561	4.7338966052475	5.77452352959023	3.80322703643493	5.86393845042397
"DNAJB3"	0	0	0	0.0426443374084937	0	0.070389327891398	0	0	0	0	0	1.0071955014042	0	0	4.09676785471469	0	0	1.94110631094643	0	0	2.33913738491959	1.14404636961671	0	5.02856915219677	3.29278174922785	1.53605290024021	3.23266075679027	1.07724299893246	0	0	0	0	0	0	0	0	0	0	0	0	1.0071955014042	0	0	0	0	0	0	0	0	0	0
"KIAA1919"	0.831877241191673	1.68257329734758	2.72027846523333	2.27500704749987	2.16992500144231	3.19849415363908	0	1.25096157353322	2.58014548442338	3.16992500144231	2.36176835941915	1.74846123300404	0.516015147003665	1.70043971814109	1.11769504266975	1.55581615506164	1.41683974191283	1.56071495447448	1.40053792958373	0.970853654340484	1.37295209791183	1.04264433740849	0.871843648509318	1.93734439215023	0.367371065648529	1.799087306074	2.02856915219677	0.978195629681652	2.3533232911629	0.27500704749987	0.464668267003444	2.91838623444635	3.95419631038688	3.86888427302877	3.4931349223055	3.42088657497553	4.53356334821451	0.7311832415722	1.61823865559545	1.40053792958373	1.31614574229336	0.422233000683048	0.622930350920177	0.505890929729957	1.22650852980868	2.99276843076892	2.36176835941915	2.01435529297707	2.58496250072116	3.08576455377831	2.36176835941915
"EAF2"	0	2.69821847822441	3.97636363573276	3.15704371014558	1.96716860753263	0.6959938131099	1.51096191927738	1.76553474636298	1.72683121703249	1.29278174922785	1.98913900736823	2.85996954822103	2.46988597627446	0	3.50462039240355	0	1.46466826700344	3.71808758396052	2.42223300068305	0	0	2.23878685958712	0	0	1.32768736417605	1.30451104180995	2.68032435684402	2.62293035092018	0	1.05658352836637	0	3.10601323762212	5.25134038278862	4.98959318493877	3.55949181320504	3.56559717585422	4.3819754785573	2.4276061727819	0	1.61353165291793	2.83592407425437	3.04614178164472	1.25701061820602	0	1.32768736417605	2.38128337250378	2.01435529297707	2.58014548442338	2.14404636961671	2.26903314645524	1.94485844580754
"IDI1"	2.92789645372882	6.94251450533924	7.02025771636832	5.24792751344359	6.84473714406068	6.25587835258279	4.85249829878989	2.43028527297778	6.75715662560809	5.57319272378161	4.43962313755712	5.30961277245412	4.41278152533848	3.25550073314839	4.72246602447109	2.90303827011291	4.15055967657538	4.15623479785027	5.58466190794147	4.03386345186628	3.44493204894218	3.75808993420181	3.27202318906105	4.10768786931437	4.32481060342048	3.35049724708413	4.29498826769145	5.44028782084042	4.42223300068305	4.55642941544957	3.47118746038699	5.18626283566979	8.81816672374641	6.76738996206572	6.79337571126475	6.26791028088483	7.85561602278684	3.20476675065461	3.56315813040281	2.97819562968165	4.10181813422741	3.7279204545632	3.4541758931858	2.63226821549951	1.64154602908752	5.93852104586597	4.98641093525204	5.41074812818595	4.89820835250872	5.30158764660319	4.20163386116965
"ACSL1"	2.37016428054021	4.36246988875021	6.35702409278409	6.45959555194136	6.23266075679027	5.08406426478847	4.07638806851284	3.42223300068305	5.42425028608405	5.22843392051337	9.23405098289216	6.12453492852952	4.97636363573276	4.71753934339116	4.22881869049588	4.72519581722666	4.09339115325301	2.89141918684608	2.90881290773955	3.22032995487956	5.81429405828283	3.22958792274065	2.92219784839637	6.00022540349095	5.7279204545632	3.95791459863299	4.47118746038699	4.61058195849253	3.55581615506164	3.34766565630097	2.81557542886257	6.2585189247113	8.81172789780389	5.30852106219326	8.18373461761584	5.22265002245148	6.87958324961278	4.96947286459633	4.72410451986685	3.4995270242151	3.64616265715789	1.88362081628567	3.4995270242151	3.03738222200308	3.79389588254888	5.97361127551947	4.41818994794577	5.52387555132852	5.22766407255439	5.24564777363675	4.61647532878288
"CRYBA1"	0	0	0	0	0	0	0	0	0	0	0	0	2.63923216324928	3.10097764772482	0	1.7311832415722	2.82781902461732	2.58014548442338	0	0	0	2.4032677223393	0	0	1.4541758931858	2.60880924267552	0	3.16027483140859	0	2.24488705912353	0	0	0.0565835283663675	0	0	0	0	3.17312743348066	0	2.31903981556254	1.46466826700344	0	0	2.92409988564074	2.86987140617771	0	0	0	0	0	0
"OR4M2"	2.78240856492737	0	0.0840642647884745	0	0	0.176322772640463	1.43829285157915	0	0	0	0	3.27351588970212	0	1.33913738491959	0	1.52105073690096	4.24107745817504	2.11769504266975	4.6507645591169	0	0	3.26153081524341	0	0.978195629681652	0	1.23878685958712	0	0	3.60762622084549	0	0	0.31034012061215	0	0	3.77820857639809	0	0.475084882948783	0	1.59454854955035	0	0	0	0.713695814843359	0	0	0	0	0	0	0	0.0565835283663675
"DNAJC5G"	0	0	0	0	0.111031312388744	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.941106310946431	0.84799690655495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0.855989697308481	0	0	0	0	0.594548549550354	0
"NLGN4Y"	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782408564927373	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.495695162624069	0	0	0.0285691521967709	0.0426443374084937	0.0143552929770701	0	0	0.0840642647884745
"DCAF8L1"	0	0.0565835283663675	0.0426443374084937	0	0.0565835283663675	0	0	0	0.0143552929770701	0.0143552929770701	0	0	1.30451104180995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0036022366802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NOTO"	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.903038270112912	0	0	0	0	0	0	0	0	0	0	0	0	0.879705766282288	1.78240856492737	0	0	0	0	0	1.11103131238874	0.505890929729957	0.0426443374084937	0.790772037862	0	3.05137210172103	0	0	0	0	0	0	0	0	0.250961573533219	0	0	0	0	0
"C2orf80"	0	0	0	0	0	0	0	0	0	0.669026765509631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68144926531496	0
"CTSE"	0	0	0.0976107966264223	0.0285691521967709	0.0426443374084937	0	0	0	0	0.189033824390017	0.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687060688339892	0	0	0	0	0	0	2.33342373372519	0.485426827170242	1.18903382439002	0.0840642647884745	0.0840642647884745	0.918386234446348	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.16349873228288	0	0
"C6orf58"	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	6.81390942507703	0	0	5.05571626351254	0	0	0	1.0071955014042	1.08406426478847	0	0	0	3.22187708107703	0.150559676575381	0	1.53106949272595	0	0.0565835283663675	0	0	0	2.5385381636298	0	0	0	0	0	0	0.070389327891398	0	0	0.176322772640463	0.0976107966264223
"KRTAP5.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EML5"	5.54287709935414	0.871843648509318	2.1243281350022	0.16349873228288	2.27500704749987	0.070389327891398	5.73849764388979	5.13093086982645	1.82374936030827	0.799087306074004	0.584962500721156	5.26228280642066	5.61882595258744	4.83844759254846	4.55826763405574	5.54163873443614	5.22650852980868	5.55489577541901	4.4262647547021	4.90110824301451	4.83945576522463	4.88410945135923	5.80683958179819	5.58014548442338	4.73930807086039	5.2637856138908	5.56132613645392	4.53044535469291	5.87627136055013	4.29719141656586	5.27164977245721	1.53106949272595	1.70487196445635	1.14404636961671	2.82578562746479	0.839959587489532	2.12101540096137	5.46466826700344	5.35790383855249	5.8801957289431	5.08448952493625	5.4995270242151	4.37642931106992	3.92409988564074	5.5737986435893	0.748461233004036	0.214124805352847	0.475084882948783	0.765534746362977	2.0496307677246	0.422233000683048
"C2CD4A"	0.925999418556223	0.0976107966264223	3.17951105027151	1.09085343045111	0.0285691521967709	0.189033824390017	0.485426827170242	2.23266075679027	0.0426443374084937	0.0565835283663675	0.526068811667588	2.01792190799726	2.44095219802964	1.97819562968165	1.6959938131099	0.526068811667588	0.464668267003444	1.83187724119167	0	0	1.23878685958712	1.38956681176273	0.963474123974886	2.7158933705476	1.85598969730848	1.17632277264046	1.46466826700344	4.29057185085208	1.44360665147561	0	2.90303827011291	2.28688114778816	0.632268215499513	0.150559676575381	1.93734439215023	1.59931779369823	1.67355642399014	0	1.75274859140713	3.02856915219677	1.02147972741045	0.475084882948783	0	0.31034012061215	0	0.0143552929770701	0.16349873228288	0.0143552929770701	0.111031312388744	1.14404636961671	0.298658315564515
"PABPN1L"	0	0	0	0.0565835283663675	0.238786859587116	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29865831556452	0.250961573533219	0	0	0	0	0	0	0	1.17632277264046	0	0	0	1.11103131238874	0	0	0	0	0.0840642647884745	0	0
"CXCL17"	3.30888505741176	0.070389327891398	8.0225897490401	0.604071323668861	0	0	2.28392177230762	2.58736499093646	5.71506967937999	1.59931779369823	0	3.63807383718072	4.62643913669732	3.70708299177171	2.90496571868403	3.76977173924945	7.47427378772256	4.46597446450407	4.93451650158608	4.07124781946144	3.81147103052984	3.42088657497553	0	5.74658149978581	6.42576140119084	2.02502879449152	4.2861418728343	8.03066713624694	5.75328361646088	3.74953426766926	2.86987140617771	3.83995958748953	7.5075568137222	0.565597175854225	8.57655992805425	7.77261149603176	0.321928094887362	4.11769504266975	4.08576455377831	3.0408924306469	3.16992500144231	2.26002565596146	3.80838505065609	2.52356195605701	3.83693401132109	1.22032995487956	1.9297909977186	0.575312330687437	0.713695814843359	0	1.38404980679516
"CES3"	0.575312330687437	2.114367024952	3.39231742277876	0.137503523749935	0.0565835283663675	2.68706068833989	0.526068811667588	0	0.722466024471091	2.60644222813161	1.68257329734758	3.78972925137577	0	0	0	0.565597175854225	0	0	3.15055967657538	1.13750352374994	1.99276843076892	1.47508488294878	0	2.91456452349394	1.15704371014558	0	3.48800077083407	2.71149490665009	0.55581615506164	0	0.956056652412403	1.20789285164133	5.15825622881134	4.67129337248158	4.41481206056585	0.176322772640463	3.4541758931858	1.799087306074	0.604071323668861	0	0	0	1.11103131238874	0	0.505890929729957	0.176322772640463	0.55581615506164	0.111031312388744	0.238786859587116	0.6959938131099	1.39506279951758
"GUCY2D"	0.516015147003665	0.0285691521967709	0.516015147003665	0.070389327891398	0.0426443374084937	0.0285691521967709	0	0	0.298658315564515	0.070389327891398	0	1.83187724119167	0	0	0	0	0	0.933572638261024	2.6667565918848	0.765534746362977	0	0.823749360308273	0	0.526068811667588	0	0	0	0.432959407276106	0	0	0	0.250961573533219	0.622930350920177	0.20163386116965	0.22650852980868	0.16349873228288	0.214124805352847	0.443606651475615	0	0	0	0	0	0	0	0.137503523749935	0.150559676575381	0.0565835283663675	0.150559676575381	0.0840642647884745	0.0426443374084937
"LOC283332"	0	0.0426443374084937	0.0565835283663675	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	1.22650852980868	1.72683121703249	0.565597175854225	0	1.07724299893246	2.14404636961671	0	0	0.765534746362977	0	0	1.04264433740849	0.641546029087524	0	0	0	0	0	0	0	0	0	0	1.28095631383106	0	0	0	0	0	0	0	0	0	0	0	0
"PABPC1P2"	0.831877241191673	0	0.0143552929770701	0	0.22650852980868	0	0	1.25096157353322	0	0	0	0	0	0	0	0.823749360308273	0	0	0.863938450423971	0	1.36737106564853	0	0	0	0	0	0	0	0	0	0.464668267003444	0	0	0	0	0	0	1.86393845042397	0	0	0	1.02147972741045	0	0	0	0	0.0143552929770701	0	0	0	0
"ALOX15B"	2.90303827011291	0.713695814843359	1.41142624572647	3.20320115631661	1.19534759832222	0.0565835283663675	1.09761079662642	1.31614574229336	0.432959407276106	1.29278174922785	0.0565835283663675	9.58781501278806	0.765534746362977	2.03913839390696	0	0	0	0	9.22694196680785	0	1.83592407425437	7.27807770145984	2.12101540096137	0.722466024471091	7.36998986295662	1.48026512205446	8.31560245663795	7.08523342869744	6.35420529586169	1.0703893278914	0	0.678071905112638	10.8145904764062	8.18269229751619	9.34775422768823	2.42223300068305	9.4944156103975	1.0496307677246	0.739848102699327	4.29351763041742	0.970853654340484	1.41683974191283	0.903038270112912	0	0	0.722466024471091	3.14404636961671	0.20163386116965	1.4594316186373	1.53605290024021	0.344828496997441
"FAM75A6"	0	0.0285691521967709	0	0.070389327891398	0.111031312388744	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37851162325373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LST.3TM12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf40"	0	0.0285691521967709	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	2.611172380044	0	0	0	0	0	1.53106949272595	0	0.799087306074004	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.807354922057604	0	0	0	0	0	0	0.0840642647884745	0	0	0	0.0285691521967709
"FAM26D"	0	0.0426443374084937	0	0	0.505890929729957	0	0	0	0.16349873228288	0	0.238786859587116	0.978195629681652	0	0	0	0	0	0	0	0	0	0	1.23878685958712	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR52L1"	0	0	0	0.111031312388744	0	0	0	0	0.111031312388744	0	0	3.56559717585422	2.64154602908752	0	0	0	1.23878685958712	0	0	0	0	0	0	2.08746284125034	1.11103131238874	0	0	0	0	0	0	0	0	0	0	0.411426245726465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEP1B"	0.75702324650746	0.0840642647884745	0.0285691521967709	0.0426443374084937	0	0.0285691521967709	0	0.855989697308481	0.0426443374084937	0	0.0285691521967709	0	0.807354922057604	2.29865831556452	1.24488705912353	0	0	0	0	1.08406426478847	0	1.51601514700366	2.20789285164133	0	0.584962500721156	0	0.622930350920177	0	1.85996954822103	0	0	0.0976107966264223	0.0143552929770701	0.0976107966264223	0	0.0565835283663675	0	0	0	1.10433665981474	0.604071323668861	1.14404636961671	0.956056652412403	0	0.669026765509631	0	0.0976107966264223	0.0565835283663675	0.0426443374084937	0.604071323668861	0.0840642647884745
"LOC339788"	0	0	0.0565835283663675	0	0	0	0	0	0.0976107966264223	0.298658315564515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
